"","X.Intercept.","lgHz"
"l15:b03",3.90850333599396,-1.705162718751
"l15:b04",3.93024486766268,-1.68972277953356
"l15:b05",4.13830817830597,-1.77250131864149
"l15:b06",3.93234764299934,-1.71066577232922
"l15:b07",4.01217999471849,-1.69686583233095
"l15:b08",4.0135695943319,-1.7560454447816
"l15:b09",3.74270510855108,-1.56451834155634
"l15:b10",3.67430059145789,-1.57729552551413
"l15:b11",3.75240692273032,-1.60755148329046
"l15:b12",3.8519153049009,-1.63584889441371
"l15:b13",3.86522049535772,-1.64055396349622
"l15:b14",3.63091844554602,-1.51189271161642
"l15:b15",3.96808191790132,-1.67711111526807
"l15:b16",3.77331073755228,-1.61390348875221
"l15:b17",3.81041178173801,-1.61947541531366
"l15:b18",3.97972928362569,-1.65321383130968
"l15:b19",4.00473133530813,-1.70493912632034
"l15:b20",3.8201855007533,-1.63339177094969
"l15:posttest",3.82834045882736,-1.72374278150982
"l15:pretest",3.90047706270075,-1.84805567227835
"l16:b01",4.50278338356069,-1.84872947806097
"l16:b02",4.50962496465098,-1.87655790605075
"l16:b03",4.76395595468169,-1.96651400490529
"l16:b04",4.89298121098584,-2.01549432980779
"l16:b05",4.95224672701136,-2.04040008671643
"l16:b06",4.70408025659329,-1.94770010938348
"l16:b07",5.03265476924126,-2.09649178761729
"l16:b08",5.13883367949007,-2.11851801262511
"l16:b09",4.95880856798003,-2.08852274480998
"l16:b10",5.02228207662122,-2.10499286902639
"l16:b11",4.81773447695604,-2.0147730148183
"l16:b12",5.17163747214414,-2.17109396129567
"l16:b13",5.17649124711375,-2.1566928613265
"l16:b14",5.24873435330975,-2.16908705404902
"l16:b15",5.18839504853802,-2.14741162869872
"l16:b16",5.17393955244667,-2.15853269322892
"l16:b17",5.27587949698926,-2.22252968417001
"l16:b18",5.22648209013592,-2.1847805226072
"l16:b19",5.29028528796782,-2.21302684871509
"l16:b20",5.31115218446257,-2.22291137066081
"l16:posttest",3.52732184604991,-1.51657975821989
"l16:pretest",4.62444787399285,-1.86599095942816
"l17:b01",3.70695235341826,-1.38911155995939
"l17:b02",3.80982591107068,-1.4087163228715
"l17:b03",3.55593481534088,-1.29727062688274
"l17:b04",3.54143954292934,-1.31882819505575
"l17:b05",3.80209266092217,-1.43715448146679
"l17:b06",3.87962679838583,-1.50339917417412
"l17:b07",3.78357720280084,-1.42198029652631
"l17:b08",3.90276291304611,-1.48546339647075
"l17:b09",3.90545389322973,-1.46163041561475
"l17:b10",3.64787966733588,-1.38694526980026
"l17:b11",3.85772057998657,-1.44745734559183
"l17:b12",3.84628991929924,-1.42581981091851
"l17:b13",4.1523922575562,-1.58429064696891
"l17:b14",4.0841393513722,-1.569127251278
"l17:b15",3.76607416672825,-1.42164034284878
"l17:b16",3.965461551021,-1.50373593523647
"l17:b17",4.06168932705413,-1.56258958930757
