index,cluster,subID,time,block,frontal_intercept,frontal_slope,frontal_rsquared,central_intercept,central_slope,central_rsquared,parietal_intercept,parietal_slope,parietal_rsquared,occipital_intercept,occipital_slope,occipital_rsquared
608,a29_prac_b13,a29,prac,b13,2.935869676,-1.329783424,0.859343401,3.65175256,-1.485128228,0.89909303,3.138995236,-1.279531867,0.845817125,2.012021905,-0.817101639,0.899465087
609,a29_prac_b14,a29,prac,b14,3.080923416,-1.366815849,0.912432978,3.552852417,-1.424017182,0.868061582,2.951658337,-1.188664549,0.793048935,1.922490071,-0.713544009,0.74653274
610,a29_prac_b15,a29,prac,b15,2.942033288,-1.330515268,0.842967318,3.230027839,-1.322512641,0.757638479,2.701398499,-1.114032468,0.626016749,1.718408273,-0.703809077,0.657283006
611,a29_prac_b16,a29,prac,b16,2.967058057,-1.254245336,0.835553614,3.477353355,-1.371845525,0.836492945,2.832761608,-1.083985708,0.678043544,1.766888544,-0.624787389,0.660427028
612,a29_prac_b17,a29,prac,b17,3.048336121,-1.299049949,0.860718214,3.566591679,-1.428792954,0.904193321,2.932507762,-1.161491892,0.806903803,1.733510951,-0.559671404,0.677334088
613,a29_prac_b18,a29,prac,b18,3.023175864,-1.254009554,0.843215181,3.555247224,-1.369535368,0.826790333,2.830045029,-1.062539668,0.64983669,1.769263327,-0.611645523,0.587324625
614,a29_prac_b19,a29,prac,b19,3.143134308,-1.318387298,0.905936407,3.930661179,-1.539036831,0.899852034,3.157767445,-1.233254732,0.805931875,2.019316422,-0.75797789,0.741833407
615,a29_prac_b20,a29,prac,b20,2.780726708,-1.171969613,0.811690964,3.438045382,-1.344667804,0.75078536,3.096924245,-1.19681557,0.610963532,1.92640209,-0.72941065,0.509004814
616,a29_rest_posttest,a29,rest,est,2.997599875,-1.085627101,0.479424803,3.380195685,-1.005130052,0.336499797,3.482627983,-1.020860684,0.305571272,2.547950339,-0.700812567,0.211345525
617,a30_rest_pretest,a30,rest,est,1.277359101,-0.956742045,0.567951658,2.33077112,-1.157577644,0.691418369,2.587237781,-1.231925805,0.751999683,2.936497525,-1.348172046,0.851748206
618,a30_prac_b01,a30,prac,b01,1.392631235,-0.893252342,0.753117066,2.588535544,-1.154053507,0.875343645,2.699580781,-1.244669688,0.941589283,2.631494754,-1.213190874,0.976547895
619,a30_prac_b02,a30,prac,b02,1.506764608,-0.957118211,0.77857628,2.699632525,-1.194066473,0.883101728,2.853662795,-1.312996147,0.940049578,2.759158311,-1.276846998,0.973398192
620,a30_prac_b03,a30,prac,b03,1.570921283,-0.997023725,0.832643967,2.702574894,-1.221152858,0.918649032,2.692844675,-1.230941388,0.953676365,2.619125525,-1.202509716,0.96464321
621,a30_prac_b04,a30,prac,b04,1.498241867,-0.9387338,0.801333741,2.64938931,-1.159871977,0.895458442,2.660489813,-1.208222672,0.939817674,2.584225594,-1.191798553,0.975718823
622,a30_prac_b05,a30,prac,b05,1.450823333,-0.933758875,0.762026156,2.558150327,-1.150964472,0.870329627,2.538889547,-1.178311179,0.946279146,2.390602309,-1.12228409,0.982834032
623,a30_prac_b06,a30,prac,b06,1.566303571,-0.992676531,0.783438508,2.749175926,-1.252457745,0.890305046,2.795566474,-1.286358967,0.957586312,2.603088026,-1.211925204,0.981249414
624,a30_prac_b07,a30,prac,b07,1.626978782,-1.031662402,0.818276152,2.838835965,-1.296087031,0.902272848,2.823797546,-1.309986181,0.952661336,2.71835117,-1.257514706,0.972398804
625,a30_prac_b08,a30,prac,b08,1.603936353,-0.986738879,0.685797358,2.721847081,-1.231528225,0.824356829,2.598027796,-1.219158749,0.920266777,2.193983552,-1.038115563,0.951150881
626,a30_prac_b09,a30,prac,b09,1.73569123,-1.005491478,0.699449962,2.775469611,-1.198504433,0.826509168,2.755466156,-1.244103434,0.873627905,2.624656441,-1.210384161,0.945112427
627,a30_prac_b10,a30,prac,b10,2.024120998,-1.142605568,0.7853803,3.18956072,-1.37965625,0.878056546,3.006137002,-1.337895731,0.924653274,2.436561058,-1.120912153,0.957428136
628,a30_prac_b11,a30,prac,b11,1.722083297,-1.049929918,0.774028025,3.039654739,-1.353585259,0.888728296,2.929919932,-1.32897456,0.946540116,2.582601971,-1.18598203,0.983748384
629,a30_prac_b12,a30,prac,b12,1.72368948,-1.029957514,0.743470332,2.950577346,-1.307969031,0.880771685,2.772183387,-1.253270885,0.909009376,2.368777504,-1.079835649,0.954345606
630,a30_prac_b13,a30,prac,b13,1.571549831,-0.975090265,0.772094718,2.664185695,-1.179726083,0.856970069,2.573357345,-1.183635283,0.904211334,2.404183308,-1.119531669,0.962825466
631,a30_prac_b14,a30,prac,b14,1.595196238,-0.916523715,0.729032589,2.61211807,-1.093471149,0.824006202,2.627120011,-1.181769427,0.89933723,2.247384321,-1.055815423,0.936788011
632,a30_prac_b15,a30,prac,b15,1.888125165,-1.122799487,0.84421336,3.172856062,-1.421002355,0.910175416,3.011525732,-1.382770583,0.930160586,2.66569494,-1.230013923,0.964153709
633,a30_prac_b16,a30,prac,b16,1.471135132,-0.950428061,0.748960558,2.708071022,-1.220466169,0.870803154,2.630585406,-1.229859851,0.92597762,2.373129338,-1.131937524,0.968514525
634,a30_prac_b17,a30,prac,b17,1.966542891,-1.11458297,0.766550594,3.047841575,-1.324681214,0.868604864,2.962737076,-1.319130224,0.918437605,2.521269772,-1.165220626,0.976769744
635,a30_prac_b18,a30,prac,b18,1.76831229,-1.049507782,0.745396459,2.918296587,-1.311671001,0.868692686,2.801197556,-1.287243184,0.909102791,2.508712848,-1.175019982,0.958396401
636,a30_prac_b19,a30,prac,b19,1.708429368,-0.975536482,0.677048841,2.690118494,-1.147211507,0.778647574,2.495285155,-1.142365848,0.843717842,2.172160703,-1.057820797,0.917008262
637,a30_prac_b20,a30,prac,b20,1.700605378,-0.967969203,0.727857732,2.568491762,-1.091480323,0.831180136,2.677932178,-1.201796637,0.92927585,2.578483875,-1.158531936,0.977117855
638,a30_rest_posttest,a30,rest,est,1.970656937,-1.108393013,0.785269367,2.145499483,-0.965315505,0.426437792,2.388155825,-1.037889787,0.420031512,2.43962674,-1.072035471,0.474426638
639,l01_rest_pretest,l01,rest,est,3.526060065,-1.62507378,0.93421779,3.961419953,-1.626865377,0.89903983,3.955619023,-1.625315921,0.833235118,3.491666999,-1.374861902,0.795980056
640,l01_prac_b01,l01,prac,b01,2.591692255,-1.093400389,0.777438857,3.984050371,-1.608040417,0.971445468,4.330986679,-1.833559742,0.983772827,4.120073992,-1.684961158,0.950500601
641,l01_prac_b02,l01,prac,b02,3.00799652,-1.336888052,0.911405563,4.110285095,-1.705746573,0.979836983,4.36424038,-1.851284588,0.984421812,4.160868795,-1.686522555,0.952493448
642,l01_prac_b03,l01,prac,b03,3.14594936,-1.42169451,0.939403797,3.968094995,-1.648280873,0.980946134,4.106560599,-1.746259105,0.977357518,4.025933824,-1.637865505,0.959345628
643,l01_prac_b04,l01,prac,b04,3.39958842,-1.512849112,0.947948872,4.229563348,-1.738788797,0.978844509,4.41767001,-1.872919004,0.97999096,4.179878126,-1.690498699,0.946413732
644,l01_prac_b05,l01,prac,b05,3.580876502,-1.619468402,0.968634151,4.313262292,-1.779667875,0.980854515,4.423933164,-1.862081363,0.983435176,4.21130639,-1.689633124,0.951141754
645,l01_prac_b06,l01,prac,b06,3.612276654,-1.631647297,0.955538936,4.204649534,-1.740771971,0.970102135,4.444334208,-1.892011252,0.97657729,4.30508529,-1.744668653,0.951715272
646,l01_prac_b07,l01,prac,b07,3.487076892,-1.548111848,0.943902842,4.027906603,-1.631670214,0.971471335,4.270584671,-1.819366151,0.979133443,4.203904666,-1.715156041,0.946791314
647,l01_prac_b08,l01,prac,b08,3.511368847,-1.555104295,0.936204823,4.207268124,-1.687079223,0.97163807,4.562449002,-1.898257662,0.979365467,4.462493552,-1.799765461,0.954241703
648,l01_prac_b09,l01,prac,b09,3.657236785,-1.678505432,0.96068429,4.45798308,-1.874638345,0.969996604,4.497539077,-1.924459979,0.965273224,4.22376361,-1.734346017,0.938676682
649,l01_prac_b10,l01,prac,b10,3.571732656,-1.626802901,0.966784867,4.268901909,-1.772328515,0.978907345,4.331549776,-1.83409979,0.979065955,4.257245139,-1.729273529,0.952520247
650,l01_prac_b11,l01,prac,b11,3.587481689,-1.635177573,0.937265411,4.245873724,-1.767130509,0.973018883,4.52815486,-1.923742156,0.98446203,4.491854866,-1.819636194,0.953715962
651,l01_prac_b12,l01,prac,b12,3.410971181,-1.490971567,0.94021544,4.131972346,-1.661195081,0.954714295,4.41343874,-1.834070177,0.961235056,4.318596713,-1.732191854,0.953955513
652,l01_prac_b13,l01,prac,b13,3.092784306,-1.425467029,0.937007683,4.135099443,-1.746034124,0.964225923,4.381930887,-1.883757922,0.965573849,4.23444682,-1.734127346,0.928296887
653,l01_prac_b14,l01,prac,b14,3.379430018,-1.5353975,0.931514538,4.172326915,-1.74335135,0.969799216,4.281499307,-1.842159875,0.970136994,4.199849195,-1.731879231,0.958180846
654,l01_prac_b15,l01,prac,b15,3.588216121,-1.628228334,0.948013892,4.216571331,-1.751316441,0.980076677,4.457729697,-1.88375019,0.976411219,4.291245557,-1.746777887,0.952583848
655,l01_prac_b16,l01,prac,b16,3.594570693,-1.613966748,0.960876252,4.473173646,-1.862157534,0.978667018,4.606323462,-1.946586085,0.969904745,4.328172907,-1.75290852,0.932814495
656,l01_prac_b17,l01,prac,b17,3.54787839,-1.626257565,0.942323313,4.371192352,-1.852511972,0.96509726,4.384311864,-1.881838645,0.960884679,4.263949204,-1.743733169,0.938999611
657,l01_prac_b18,l01,prac,b18,3.581997117,-1.623253888,0.946253546,4.297822563,-1.788092078,0.972653753,4.384359418,-1.880881589,0.980986719,4.18248723,-1.718005098,0.955317032
658,l01_prac_b19,l01,prac,b19,3.642261285,-1.651784082,0.938386372,4.273178971,-1.803588041,0.966746917,4.263593717,-1.826221395,0.984003934,4.232935465,-1.740249493,0.964710802
659,l01_prac_b20,l01,prac,b20,3.644523041,-1.633682253,0.942968736,4.514436266,-1.866533809,0.976226826,4.759681536,-1.985810878,0.979758437,4.745710644,-1.907030925,0.957307393
660,l01_rest_posttest,l01,rest,est,3.518241337,-1.551686857,0.987647943,3.881061408,-1.625586853,0.977331855,4.090239298,-1.71943246,0.885658722,3.684479429,-1.491306138,0.817810432
661,l02_rest_pretest,l02,rest,est,2.843568626,-1.205676061,0.750775693,3.843974195,-1.52339237,0.753646337,3.49055095,-1.358752364,0.626367207,3.329456166,-1.211090091,0.536720726
662,l02_prac_b01,l02,prac,b01,4.203268308,-1.592984943,0.933356696,4.479247651,-1.664105868,0.94585865,3.829252403,-1.478814493,0.971024192,3.718081882,-1.417096995,0.910447881
663,l02_prac_b02,l02,prac,b02,3.632912726,-1.563278573,0.929430033,4.453159689,-1.802252122,0.940419373,4.099064877,-1.64627264,0.924739935,3.892670922,-1.469876156,0.826183435
664,l02_prac_b03,l02,prac,b03,3.674786144,-1.539578928,0.93231514,4.574589582,-1.775921356,0.943337164,4.140023545,-1.663364934,0.974574025,4.046325795,-1.568850937,0.934160845
665,l02_prac_b04,l02,prac,b04,3.907348545,-1.69884483,0.919666409,4.634290256,-1.854421307,0.947432732,4.235275355,-1.708903006,0.967299777,4.080288892,-1.552088972,0.909763318
666,l02_prac_b05,l02,prac,b05,3.877572603,-1.712201294,0.938098136,4.698077399,-1.926714351,0.961870781,4.313267948,-1.782597352,0.971173545,4.169144702,-1.617847053,0.883462234
667,l02_prac_b06,l02,prac,b06,3.744171806,-1.624400879,0.914790535,4.591154431,-1.835725548,0.947597187,4.228855913,-1.708452875,0.933367399,3.993016987,-1.522154914,0.849926942
668,l02_prac_b07,l02,prac,b07,3.825042769,-1.638216518,0.926003279,4.318391223,-1.696543284,0.948324132,3.935318925,-1.571830935,0.950811096,3.701351654,-1.411266683,0.849362374
669,l02_prac_b08,l02,prac,b08,3.740584524,-1.62887498,0.914730587,4.520352466,-1.812594766,0.945166294,4.032443065,-1.630188827,0.934504221,3.952230518,-1.493067445,0.847236321
670,l02_prac_b09,l02,prac,b09,4.146665341,-1.805653746,0.940372814,4.966850597,-2.004881693,0.966329195,4.257081856,-1.746631036,0.969051185,3.987491534,-1.530452734,0.845989877
671,l02_prac_b10,l02,prac,b10,3.943528718,-1.692525836,0.892607725,4.69222085,-1.871886533,0.912065872,4.203939496,-1.65117102,0.874461986,4.049610338,-1.479095774,0.740869947
672,l02_prac_b11,l02,prac,b11,3.631111868,-1.589758472,0.878201851,4.517483452,-1.793639822,0.872634015,4.237330057,-1.645495095,0.823990141,3.82835352,-1.384528599,0.720397145
673,l02_prac_b12,l02,prac,b12,3.775897498,-1.662255935,0.931553387,4.598790758,-1.846365987,0.949785104,4.079362308,-1.659909448,0.938693828,3.901728147,-1.49251311,0.876325788
674,l02_prac_b13,l02,prac,b13,3.579836169,-1.582749139,0.930650712,4.538241252,-1.838514302,0.954426395,3.822138163,-1.595101902,0.987381357,3.872252893,-1.519288494,0.907190286
675,l02_prac_b14,l02,prac,b14,3.424685263,-1.495566519,0.870454007,4.063499959,-1.593331038,0.902868996,3.579516202,-1.40043487,0.893199952,3.626632349,-1.325372934,0.758489637
676,l02_prac_b15,l02,prac,b15,3.637521224,-1.648809366,0.926387658,4.488224035,-1.828947081,0.935593757,4.025536441,-1.62548672,0.886345225,3.815936814,-1.414190782,0.755633556
677,l02_prac_b16,l02,prac,b16,3.762193114,-1.626212392,0.88430908,4.659564077,-1.833729442,0.918661455,4.412986048,-1.739322569,0.887758006,4.271667501,-1.57549951,0.792559687
678,l02_prac_b17,l02,prac,b17,3.438571653,-1.497790581,0.867428733,4.180244985,-1.613206255,0.903404587,3.97140669,-1.565461899,0.876320542,4.057957675,-1.503337965,0.775215192
679,l02_prac_b18,l02,prac,b18,3.864620861,-1.671059098,0.858006094,4.537750095,-1.785771763,0.897771469,4.269806524,-1.679721536,0.85879476,4.021114938,-1.475490643,0.790303049
680,l02_prac_b19,l02,prac,b19,3.67823618,-1.60109202,0.890898196,4.486198608,-1.764431965,0.89937194,4.228345285,-1.651514446,0.843556211,4.070167335,-1.492074805,0.736629135
681,l02_prac_b20,l02,prac,b20,3.556965222,-1.561740162,0.929489078,4.597636755,-1.817258408,0.957604339,3.909701225,-1.593038748,0.983588214,3.822456779,-1.525503973,0.95840235
682,l02_rest_posttest,l02,rest,est,3.322797629,-1.317308758,0.755139972,4.173746845,-1.579520063,0.707070599,3.999693047,-1.440128501,0.525444363,3.661995369,-1.252746824,0.429777834
683,l03_rest_pretest,l03,rest,est,1.461571336,-0.827147265,0.871167486,2.909587166,-1.290818072,0.931030357,3.093986158,-1.339063409,0.893029163,3.514844085,-1.35202717,0.824811664
684,l03_prac_b01,l03,prac,b01,1.370809252,-0.64697501,0.516876931,3.039135922,-1.226959583,0.910700488,3.33586968,-1.409134593,0.944954711,3.434917777,-1.412442968,0.953443258
685,l03_prac_b02,l03,prac,b02,1.492423474,-0.751130287,0.681206945,3.188385747,-1.348821398,0.966181482,3.441204873,-1.491505141,0.987161574,3.482999551,-1.416247854,0.981301912
686,l03_prac_b03,l03,prac,b03,1.632758548,-0.764965275,0.717296206,3.25019293,-1.319170431,0.937532133,3.42795265,-1.451063063,0.979964453,3.356018593,-1.360996326,0.966767559
687,l03_prac_b04,l03,prac,b04,1.957488817,-0.957869465,0.832022531,3.62407395,-1.54109404,0.965679,3.678610464,-1.594815291,0.983861345,3.528796354,-1.458514541,0.976656813
688,l03_prac_b05,l03,prac,b05,1.978441172,-1.013117293,0.856919144,3.529668634,-1.523459147,0.979393654,3.635671497,-1.591146665,0.990011479,3.439095626,-1.441763188,0.974368422
689,l03_prac_b06,l03,prac,b06,2.052774941,-1.020635095,0.873788869,3.617373372,-1.555674022,0.980583414,3.644910341,-1.605478083,0.987575555,3.580062621,-1.488801208,0.982122392
690,l03_prac_b07,l03,prac,b07,2.021389853,-1.048129459,0.836922007,3.663880909,-1.627038188,0.988496891,3.679392005,-1.627758641,0.990739129,3.52845483,-1.45289822,0.947262209
691,l03_prac_b08,l03,prac,b08,2.055953196,-1.046877058,0.851156237,3.541407809,-1.541087654,0.956667838,3.391085872,-1.510462073,0.983262704,3.199124381,-1.34066202,0.978270177
692,l03_prac_b09,l03,prac,b09,2.433119566,-1.255803464,0.930993732,3.920369627,-1.734557534,0.981224461,3.88179747,-1.736572963,0.995919228,3.657555031,-1.555647551,0.976248396
693,l03_prac_b10,l03,prac,b10,2.011350232,-1.049168936,0.882446834,3.485300224,-1.531632247,0.985702682,3.519479993,-1.547493368,0.989657101,3.411980919,-1.403436906,0.974016006
694,l03_prac_b11,l03,prac,b11,1.711503359,-0.918129958,0.746340922,3.236399808,-1.437927425,0.968664356,3.34428849,-1.504655178,0.977908885,3.503037358,-1.47502162,0.963293978
695,l03_prac_b12,l03,prac,b12,1.619727728,-0.827393761,0.664728286,3.334798428,-1.431632561,0.929794288,3.493084946,-1.521091426,0.976066785,3.352010927,-1.382152966,0.97017363
696,l03_prac_b13,l03,prac,b13,1.499697932,-0.780289331,0.568541602,3.265985845,-1.408793585,0.95475278,3.558611915,-1.550908154,0.976356785,3.314270895,-1.364205297,0.948783881
697,l03_prac_b14,l03,prac,b14,1.96315964,-1.063288326,0.877184014,3.141312758,-1.392182274,0.963942279,3.242823414,-1.454724543,0.982090423,3.393006302,-1.443114617,0.966876659
698,l03_prac_b15,l03,prac,b15,2.739727207,-1.339468859,0.969792885,3.879032364,-1.64540605,0.969376151,3.688347769,-1.575463092,0.981173224,3.417211908,-1.38060254,0.977723738
699,l03_prac_b16,l03,prac,b16,2.36424544,-1.183720262,0.868319692,3.74355396,-1.610675873,0.966897079,3.7175587,-1.649527352,0.972403021,3.41032828,-1.455900603,0.950382906
700,l03_prac_b17,l03,prac,b17,1.691961273,-0.88050819,0.767414243,3.210747672,-1.38500204,0.955345481,3.472043974,-1.518959717,0.98401592,3.695212526,-1.532442027,0.979931676
701,l03_prac_b18,l03,prac,b18,1.693007537,-0.894229441,0.739605634,3.326629803,-1.44613266,0.956347096,3.357704198,-1.485752892,0.985645027,3.168635747,-1.332248158,0.97024636
702,l03_prac_b19,l03,prac,b19,1.94320927,-0.943707417,0.770075116,3.514069684,-1.479699261,0.949810091,3.739041008,-1.612341295,0.981559853,3.629580807,-1.493644822,0.976335823
703,l03_prac_b20,l03,prac,b20,1.740079371,-0.841228661,0.779141261,3.338200807,-1.392101161,0.948272105,3.640332376,-1.573597544,0.977894963,3.500280887,-1.444756362,0.97633783
704,l03_rest_posttest,l03,rest,est,3.364737842,-1.311439567,0.959547276,3.381423891,-1.435588581,0.938622992,3.184576265,-1.339367809,0.888554451,3.150562902,-1.180874772,0.750839965
705,l04_rest_pretest,l04,rest,est,4.254093187,-1.772702541,0.87951027,4.966777312,-1.943396288,0.810950247,4.769964025,-1.855563233,0.773483501,4.407691672,-1.597978401,0.76328905
706,l04_prac_b01,l04,prac,b01,4.182071003,-1.704572943,0.916970059,5.127452836,-2.010290516,0.872751395,4.851508231,-1.958457848,0.933346676,4.364140997,-1.686329416,0.928723571
707,l04_prac_b02,l04,prac,b02,4.369001252,-1.816418078,0.92108446,5.266561285,-2.086386518,0.891393196,4.98536448,-2.03496464,0.949219497,4.537359476,-1.777709936,0.955571113
708,l04_prac_b03,l04,prac,b03,4.168936303,-1.764262538,0.915116373,5.282197549,-2.097664933,0.895506913,4.967877907,-2.019044655,0.943304633,4.406467321,-1.712395708,0.931082746
709,l04_prac_b04,l04,prac,b04,4.081019339,-1.721694965,0.917062659,5.359088964,-2.107313004,0.90027162,5.153058543,-2.076545347,0.954065999,4.487246464,-1.726880131,0.944767808
710,l04_prac_b05,l04,prac,b05,4.068041231,-1.734358856,0.912143862,5.175309712,-2.045549546,0.886126796,4.936478306,-2.008431983,0.945223987,4.406461179,-1.730258045,0.947055273
711,l04_prac_b06,l04,prac,b06,4.182062562,-1.784684786,0.934524862,5.429926633,-2.155849395,0.905917366,5.11890532,-2.090490819,0.947431111,4.455119858,-1.749734701,0.93456171
712,l04_prac_b07,l04,prac,b07,4.287175782,-1.850996616,0.921173228,5.384893946,-2.156344877,0.906740721,5.125346031,-2.097078268,0.95565932,4.399246032,-1.734541368,0.923521051
713,l04_prac_b08,l04,prac,b08,4.053504249,-1.724108722,0.917153204,5.260665507,-2.096151101,0.898612839,4.976039087,-2.040962847,0.951692558,4.345363907,-1.704661339,0.911883287
714,l04_prac_b09,l04,prac,b09,3.84172696,-1.635996525,0.901918341,5.16445404,-2.04706617,0.868570494,4.959636309,-2.00722149,0.928402945,4.311647961,-1.662169374,0.916318955
715,l04_prac_b10,l04,prac,b10,3.917498108,-1.674856963,0.920479391,5.337444852,-2.130952504,0.899153691,5.132651883,-2.118730881,0.955430959,4.482220782,-1.772553217,0.935706626
716,l04_prac_b11,l04,prac,b11,4.024632199,-1.696676012,0.909136213,5.325655072,-2.093285077,0.892172864,5.021895733,-2.033224631,0.932181108,4.298358839,-1.66339616,0.930931066
717,l04_prac_b12,l04,prac,b12,3.966255483,-1.671312037,0.903768424,5.214556013,-2.053429754,0.87852875,4.965624897,-1.998515625,0.917476655,4.252988881,-1.627594558,0.909346099
718,l04_prac_b13,l04,prac,b13,4.079636984,-1.740108288,0.916398243,5.233023793,-2.079144996,0.878687786,5.050256824,-2.043502846,0.937867771,4.494518413,-1.742118077,0.935830372
719,l04_prac_b14,l04,prac,b14,4.041890806,-1.746689442,0.91644903,5.285578735,-2.120106209,0.884863335,5.054622457,-2.077564932,0.926197743,4.345512906,-1.695561719,0.913757083
720,l04_prac_b15,l04,prac,b15,4.170979284,-1.770886201,0.919118199,5.377854504,-2.147575685,0.899723456,5.012417938,-2.041166385,0.938398997,4.367731689,-1.695563981,0.918614021
721,l04_prac_b16,l04,prac,b16,4.547598424,-1.970352712,0.919856918,5.2814951,-2.13888454,0.889495152,4.93545906,-2.045303351,0.961755957,4.502845942,-1.807670508,0.954475195
722,l04_prac_b17,l04,prac,b17,4.587481791,-1.947841605,0.923334965,5.471603717,-2.167767675,0.890475566,5.190709574,-2.09918278,0.951636391,4.592347097,-1.779840684,0.945601769
723,l04_prac_b18,l04,prac,b18,4.639123911,-1.969421971,0.932570254,5.376816784,-2.114021757,0.881554229,5.048595046,-2.017901935,0.918381305,4.349811655,-1.667234274,0.905734636
724,l04_prac_b19,l04,prac,b19,4.385736496,-1.85264076,0.88381104,5.371022947,-2.109583633,0.849213433,5.027800506,-1.997693631,0.889418737,4.444417165,-1.69489702,0.913795866
725,l04_prac_b20,l04,prac,b20,4.200466247,-1.825184409,0.910604041,5.173899464,-2.0721688,0.874807637,4.927634652,-2.020204239,0.923492151,4.323991956,-1.694705261,0.91966536
726,l04_rest_posttest,l04,rest,est,4.394827204,-1.675472629,0.883752428,5.129204311,-1.978357294,0.7718315,4.889544882,-1.819119346,0.617269042,4.310969823,-1.482681526,0.587557273
727,l05_rest_pretest,l05,rest,est,1.155645004,-0.534947297,0.596611086,2.686128843,-1.036129876,0.798259664,3.47828819,-1.331244693,0.613129485,3.881286395,-1.411648905,0.459670617
728,l05_prac_b01,l05,prac,b01,0.947392804,-0.432068904,0.48107122,3.103836089,-1.282705379,0.95498752,3.458741541,-1.476318631,0.945507108,3.190427129,-1.390765378,0.897715652
729,l05_prac_b02,l05,prac,b02,1.513683838,-0.716674478,0.814646606,3.234667725,-1.343186496,0.964588602,3.539840121,-1.511131494,0.943029012,3.35357526,-1.455239714,0.888714264
730,l05_prac_b03,l05,prac,b03,1.361847844,-0.677321649,0.854671738,3.17308648,-1.335491672,0.972871284,3.414131809,-1.483035894,0.943427379,3.229206588,-1.387623703,0.904928253
731,l05_prac_b04,l05,prac,b04,1.345751862,-0.650056587,0.751261475,3.251806344,-1.351726146,0.953961458,3.506191977,-1.504493222,0.922646427,3.26383882,-1.394040534,0.871166018
732,l05_prac_b05,l05,prac,b05,1.838927426,-0.902848187,0.923170403,3.525950545,-1.494195503,0.931979003,3.629387673,-1.5564567,0.900759494,3.396377316,-1.44771181,0.878561417
733,l05_prac_b06,l05,prac,b06,1.756800899,-0.839925793,0.890224303,3.528201684,-1.476361629,0.949117941,3.783661198,-1.623448564,0.908256499,3.584839761,-1.52931843,0.881864329
734,l05_prac_b07,l05,prac,b07,1.720305734,-0.875767794,0.921408275,3.320494864,-1.421763489,0.966019133,3.492999528,-1.526611185,0.93209616,3.392949868,-1.487474322,0.885422714
735,l05_prac_b08,l05,prac,b08,2.081089718,-1.061068143,0.969741857,3.662041371,-1.58519481,0.981308018,3.807046138,-1.655168934,0.958899202,3.493944424,-1.516951183,0.918072809
736,l05_prac_b09,l05,prac,b09,2.388065036,-1.180572299,0.950021033,3.81007201,-1.631644141,0.928908401,3.852444397,-1.684486731,0.907006086,3.551503203,-1.569621626,0.856068937
737,l05_prac_b10,l05,prac,b10,2.833761326,-1.373962752,0.966102781,4.434664778,-1.899741919,0.953797925,4.251511045,-1.862638322,0.941673182,3.504518871,-1.569696139,0.899403717
738,l05_prac_b11,l05,prac,b11,1.913820985,-0.951680468,0.961837492,3.275137498,-1.355261463,0.938236621,3.629512425,-1.50650079,0.825525214,3.50935523,-1.458127597,0.74337474
739,l05_prac_b12,l05,prac,b12,1.481203519,-0.770718645,0.87305985,3.020366445,-1.278320519,0.917030832,3.499109844,-1.502476052,0.834196567,3.565449042,-1.550754085,0.79780397
740,l05_prac_b13,l05,prac,b13,1.748578368,-0.848182475,0.835190637,3.359850294,-1.397654531,0.924079772,3.803021805,-1.603169607,0.85427606,3.808293541,-1.627303032,0.814800408
741,l05_prac_b14,l05,prac,b14,2.125876337,-1.043043024,0.918372502,3.522658055,-1.481518823,0.928511103,3.886505235,-1.665378907,0.883285628,3.727302436,-1.605349641,0.832924672
742,l05_prac_b15,l05,prac,b15,1.709967778,-0.916996358,0.859546282,3.344530495,-1.457821304,0.935535889,3.578777487,-1.570131672,0.887283789,3.592247871,-1.560913772,0.823284272
743,l05_prac_b16,l05,prac,b16,1.710527993,-0.851965243,0.829104815,3.237871968,-1.351452869,0.895208365,3.619883416,-1.527552595,0.837463055,3.676758066,-1.572009812,0.809452764
744,l05_prac_b17,l05,prac,b17,1.880057462,-0.965104186,0.832665661,3.696834919,-1.606080026,0.933781037,3.93950837,-1.733558579,0.896566642,3.743974906,-1.651059858,0.846468747
745,l05_prac_b18,l05,prac,b18,1.927408768,-0.932210125,0.866122009,3.79533691,-1.590632126,0.948433289,3.920748222,-1.66643308,0.912369072,3.64132276,-1.558981442,0.83843076
746,l05_prac_b19,l05,prac,b19,2.236506496,-1.08809823,0.941019341,3.954171604,-1.672939054,0.949638003,4.040493857,-1.730536386,0.909314703,3.814982278,-1.64665476,0.864011366
747,l05_prac_b20,l05,prac,b20,1.878631728,-0.920796411,0.915608412,3.370311478,-1.401472128,0.906256678,3.720250477,-1.54712092,0.81626459,3.593553751,-1.499151597,0.785741838
748,l05_rest_posttest,l05,rest,est,2.991496687,-1.132194767,0.740638955,3.507023276,-1.212625945,0.694264588,4.289061775,-1.502267279,0.597141203,4.989346206,-1.712705189,0.530487154
749,l06_rest_pretest,l06,rest,est,1.280239944,-1.031548388,0.45592146,2.128939067,-1.038711836,0.347095331,3.655401264,-1.502956648,0.451499219,3.999945891,-1.619881443,0.620139788
750,l06_prac_b01,l06,prac,b01,0.004759969,-0.541345361,0.636742013,1.704892238,-0.990328368,0.545735927,2.604192497,-1.272886904,0.817004914,2.873422309,-1.320504464,0.862409027
751,l06_prac_b02,l06,prac,b02,-0.014331711,-0.534912085,0.703965921,1.76760027,-1.036660518,0.663441521,2.617209238,-1.293696729,0.894639036,2.695626136,-1.215030642,0.899029985
