index,cluster,subID,time,block,frontal_intercept,frontal_slope,frontal_rsquared,central_intercept,central_slope,central_rsquared,parietal_intercept,parietal_slope,parietal_rsquared,occipital_intercept,occipital_slope,occipital_rsquared
422,a20_prac_b03,a20,prac,b03,2.560194306,-1.066977807,0.873200251,3.839546503,-1.604965418,0.964640161,3.841163207,-1.655137755,0.94522944,3.492488065,-1.494348635,0.903706102
423,a20_prac_b04,a20,prac,b04,2.572610337,-1.095218992,0.882724187,3.854986974,-1.677889244,0.942782553,3.955786267,-1.748688046,0.920745863,3.745397072,-1.644168,0.891659693
424,a20_prac_b05,a20,prac,b05,2.703827717,-1.137196216,0.915256166,3.74518918,-1.58445619,0.946825633,3.958672619,-1.717632536,0.93078203,3.512009227,-1.538431731,0.894222927
425,a20_prac_b06,a20,prac,b06,2.756865034,-1.17682303,0.920874624,3.918362884,-1.692165467,0.931215036,4.148428285,-1.822394574,0.888567126,3.705273648,-1.643490991,0.84534429
426,a20_prac_b07,a20,prac,b07,2.460956756,-1.076730275,0.894321154,3.666995727,-1.603975767,0.934134617,3.806272396,-1.7077497,0.916273298,3.531238627,-1.579682766,0.881547791
427,a20_prac_b08,a20,prac,b08,2.727510679,-1.171076083,0.906888546,3.980094846,-1.728080592,0.939187557,4.048482245,-1.774465855,0.908721334,3.715106088,-1.651939222,0.87109287
428,a20_prac_b09,a20,prac,b09,2.637953464,-1.156120735,0.906420108,3.849695922,-1.700228326,0.940898977,4.029510619,-1.818665994,0.91370791,3.64767108,-1.649663482,0.861817893
429,a20_prac_b10,a20,prac,b10,2.379600834,-1.082992663,0.894123584,3.736533946,-1.676069234,0.950414549,3.668961152,-1.731161412,0.910811044,3.378676304,-1.597147968,0.855461579
430,a20_prac_b11,a20,prac,b11,2.572602285,-1.066112894,0.854845774,4.2825452,-1.790220452,0.956501236,4.093611856,-1.792789734,0.920579637,3.738764058,-1.633502492,0.872964146
431,a20_prac_b12,a20,prac,b12,2.612797012,-1.096367653,0.865402373,3.908111132,-1.686975951,0.946650854,4.116842705,-1.798515536,0.929775474,3.759353942,-1.628277389,0.889439637
432,a20_prac_b13,a20,prac,b13,2.702418628,-1.155527135,0.888233766,4.037515423,-1.764284771,0.946525822,4.053122802,-1.808968924,0.912079836,3.697673481,-1.65332542,0.892641501
433,a20_prac_b14,a20,prac,b14,2.467571538,-1.051148864,0.852571056,3.889145647,-1.699436443,0.964834867,3.923928953,-1.759107477,0.945698043,3.537384854,-1.577007686,0.906120703
434,a20_prac_b15,a20,prac,b15,2.393146542,-1.007066072,0.860886339,3.700008942,-1.589969517,0.948273839,3.867334562,-1.701104889,0.92228178,3.305989859,-1.456756353,0.895726026
435,a20_prac_b16,a20,prac,b16,2.687983488,-1.136057585,0.899373687,3.956871186,-1.707832527,0.948038136,4.13469477,-1.808907723,0.914615911,3.590400481,-1.582082531,0.868633998
436,a20_prac_b17,a20,prac,b17,2.879511211,-1.20022575,0.869611714,4.319126749,-1.843808687,0.934340764,4.347839322,-1.890344078,0.89913047,3.747357424,-1.638303403,0.847494809
437,a20_prac_b18,a20,prac,b18,2.896429971,-1.214480344,0.880669285,3.961911853,-1.67429773,0.926715329,4.104280736,-1.78351143,0.892653224,3.577068163,-1.583654054,0.836748052
438,a20_prac_b19,a20,prac,b19,2.523950788,-1.030317527,0.824129281,3.836785386,-1.628504431,0.971474107,4.082763861,-1.789718455,0.954452235,3.771454949,-1.645774608,0.92463459
439,a20_prac_b20,a20,prac,b20,2.773369675,-1.162715313,0.888131433,4.174561156,-1.793816599,0.934606173,4.26744972,-1.871185946,0.908772077,3.932787881,-1.714559328,0.879095054
440,a20_rest_posttest,a20,rest,est,4.068261012,-1.173580449,0.853232163,3.95869097,-1.594870563,0.805214058,4.384255965,-1.801290785,0.651943694,4.852987634,-1.922333272,0.640865039
441,a21_rest_pretest,a21,rest,est,0.250526671,-0.391463022,0.158162655,2.271528572,-1.198991695,0.771999879,2.453296918,-1.245689024,0.687905816,2.88877108,-1.297881183,0.863104959
442,a21_prac_b01,a21,prac,b01,0.969794417,-0.671641247,0.671935061,2.746758677,-1.367474936,0.931026664,2.706892509,-1.356230452,0.943788018,2.400548552,-1.066347012,0.936536388
443,a21_prac_b02,a21,prac,b02,1.017113464,-0.724544503,0.70255828,2.815160372,-1.365800343,0.928834906,2.728754301,-1.333722093,0.950717243,2.468495519,-1.07179534,0.946594516
444,a21_prac_b03,a21,prac,b03,1.543136103,-0.964092016,0.863768541,3.056854368,-1.462018147,0.956931571,2.785571074,-1.332138499,0.954782908,2.381766161,-0.968979354,0.880909394
445,a21_prac_b04,a21,prac,b04,1.35008994,-0.906543736,0.848920777,3.260098052,-1.586118822,0.984670252,3.034778984,-1.470626632,0.989763623,2.34864288,-1.003240996,0.890922554
446,a21_prac_b05,a21,prac,b05,1.284887047,-0.901344068,0.780684231,3.002937358,-1.499132768,0.928384644,2.756427093,-1.383524779,0.947092346,2.162029579,-0.950290606,0.877863398
447,a21_prac_b06,a21,prac,b06,0.933566744,-0.726698789,0.658656226,2.88469686,-1.45408187,0.949474565,2.811640169,-1.41891049,0.962901351,2.442705325,-1.072097116,0.9079523
448,a21_prac_b07,a21,prac,b07,1.286990338,-0.914484762,0.81557112,3.12198494,-1.591104783,0.946619892,2.856888243,-1.472227171,0.963892024,2.236437274,-1.004436356,0.874220115
449,a21_prac_b08,a21,prac,b08,1.082940458,-0.807983429,0.783952655,3.005554356,-1.514790862,0.957498038,2.956235784,-1.479422503,0.963188421,2.344483562,-1.005799887,0.910304135
450,a21_prac_b09,a21,prac,b09,1.544108237,-1.000493177,0.859803426,3.35431806,-1.646754996,0.977927552,3.101535184,-1.521120648,0.974940424,2.460326622,-1.026994783,0.909913918
451,a21_prac_b10,a21,prac,b10,1.497826809,-0.983973311,0.87982812,3.324806894,-1.592665355,0.926481016,2.980436133,-1.466255214,0.964816668,2.248302119,-0.99136724,0.936813509
452,a21_prac_b11,a21,prac,b11,1.397346149,-0.970033609,0.849215146,3.077478773,-1.519961643,0.921978197,2.846200755,-1.411765395,0.93735525,2.200843968,-0.966571138,0.930512447
453,a21_prac_b12,a21,prac,b12,1.187339337,-0.853579988,0.772747223,3.118741539,-1.554601884,0.925367457,3.020476217,-1.507406775,0.946422606,2.289925771,-1.024010792,0.935847228
454,a21_prac_b13,a21,prac,b13,1.616199819,-1.050896266,0.876134245,3.319497426,-1.608710812,0.947840594,3.11305762,-1.51826546,0.960355133,2.42053655,-1.039675541,0.928817817
455,a21_prac_b14,a21,prac,b14,1.823639129,-1.127896391,0.912016759,3.620747516,-1.74445752,0.962234358,3.226760396,-1.584158946,0.970223274,2.471890362,-1.094263532,0.918438196
456,a21_prac_b15,a21,prac,b15,1.273665281,-0.898409893,0.831415429,3.269358457,-1.604207293,0.937077515,3.070291467,-1.517165097,0.968240426,2.389546109,-1.069821369,0.943530981
457,a21_prac_b16,a21,prac,b16,1.101918263,-0.822258557,0.716107214,2.970104402,-1.515809063,0.90798491,2.89368175,-1.488703486,0.937121407,2.259884096,-1.016634837,0.913764038
458,a21_prac_b17,a21,prac,b17,1.386160219,-0.943266026,0.844375223,3.360736908,-1.641834698,0.949124325,3.292030913,-1.597281086,0.963084146,2.594777158,-1.111818699,0.931541266
459,a21_prac_b18,a21,prac,b18,1.680619022,-1.092847973,0.910434018,3.533669139,-1.730129274,0.946295098,3.107821343,-1.556258109,0.95231164,2.338586689,-1.075326748,0.933109534
460,a21_prac_b19,a21,prac,b19,1.178906729,-0.850539517,0.718570228,3.269956715,-1.606328668,0.897374151,3.158724518,-1.550314215,0.917915196,2.579600751,-1.169163336,0.951798893
461,a21_prac_b20,a21,prac,b20,1.589294195,-1.007510789,0.824235225,3.355019904,-1.617292456,0.925167686,3.135692213,-1.511912963,0.943086858,2.403018385,-0.969832332,0.918185282
462,a21_rest_posttest,a21,rest,est,1.09660462,-0.68401999,0.542467202,2.240706263,-1.21833674,0.845564308,2.442401105,-1.272792078,0.790048114,2.716652085,-1.290153979,0.927680566
463,a22_rest_pretest,a22,rest,est,1.152002437,-1.040379309,0.87752892,2.123721248,-1.216872023,0.908309113,2.600457642,-1.415713507,0.976301419,1.975736038,-1.023510957,0.950651949
464,a22_prac_b01,a22,prac,b01,1.824323124,-1.101389757,0.711343881,2.697342535,-1.457992798,0.918739497,3.08116054,-1.652646289,0.983321723,2.737866728,-1.365460261,0.956681793
465,a22_prac_b02,a22,prac,b02,1.607288225,-1.081800217,0.841054791,2.604777204,-1.373328222,0.87804457,2.98933209,-1.580845634,0.963712354,2.390294405,-1.229129593,0.95702353
466,a22_prac_b03,a22,prac,b03,1.495549348,-1.082454751,0.886743747,2.933415196,-1.58120826,0.961275709,3.196217614,-1.689191527,0.973590531,2.470771541,-1.271695446,0.955417887
467,a22_prac_b04,a22,prac,b04,1.197527965,-1.01342527,0.877819326,2.765962359,-1.507188717,0.933624558,3.260785296,-1.691795404,0.971999893,2.808830324,-1.373337495,0.972082174
468,a22_prac_b05,a22,prac,b05,1.315360813,-1.04880387,0.878370986,2.660070882,-1.427620991,0.934132053,3.163733158,-1.620954197,0.985208291,2.61439397,-1.280200303,0.973933346
469,a22_prac_b06,a22,prac,b06,1.325828164,-1.075582829,0.921231049,2.941034285,-1.637557245,0.939891764,3.194464866,-1.709641804,0.976420178,2.590786307,-1.353838466,0.982904785
470,a22_prac_b07,a22,prac,b07,1.327193415,-1.116247156,0.908729923,2.799858798,-1.574978789,0.950336651,3.130538488,-1.697277286,0.985930993,2.463909207,-1.303678223,0.979380538
471,a22_prac_b08,a22,prac,b08,1.258349185,-1.055089677,0.910390039,3.149024145,-1.684050396,0.949397732,3.333524207,-1.73562144,0.974603733,2.577242447,-1.341586714,0.980200451
472,a22_prac_b09,a22,prac,b09,1.285706617,-1.056511512,0.914639232,2.782161813,-1.529991019,0.931274131,2.992496236,-1.591402236,0.968855668,2.458673395,-1.276625484,0.961284323
473,a22_prac_b10,a22,prac,b10,1.394846381,-1.144459767,0.909847348,3.197424113,-1.717901545,0.976217616,3.302996453,-1.729261456,0.985076263,2.639583082,-1.332664721,0.964944591
474,a22_prac_b11,a22,prac,b11,1.228351801,-1.063001081,0.865542328,2.674889211,-1.476395975,0.915644194,2.968505714,-1.575671923,0.973461079,2.329415953,-1.197443105,0.971387359
475,a22_prac_b12,a22,prac,b12,1.209606307,-1.086829215,0.897617968,3.037546999,-1.610107275,0.958389448,3.11621892,-1.667146839,0.987304542,2.481231576,-1.303606457,0.979540189
476,a22_prac_b13,a22,prac,b13,1.581448348,-1.164092067,0.906058049,3.001189375,-1.604939655,0.959517264,2.975095258,-1.554200701,0.985003133,2.45361793,-1.195913713,0.972699441
477,a22_prac_b14,a22,prac,b14,1.267265199,-1.080501683,0.923826042,3.121752651,-1.694026611,0.955207969,3.159218208,-1.661546174,0.978549291,2.467472768,-1.272414788,0.978830652
478,a22_prac_b15,a22,prac,b15,1.165729789,-0.996242013,0.888713616,3.032682409,-1.672130421,0.947601218,3.108117933,-1.665332595,0.97659567,2.560973991,-1.292678185,0.967228441
479,a22_prac_b16,a22,prac,b16,1.104676199,-1.010635093,0.930470276,3.016780038,-1.687768464,0.963451346,3.000830379,-1.634416324,0.974178182,2.359435916,-1.274447031,0.949128239
480,a22_prac_b17,a22,prac,b17,1.326753584,-1.090334997,0.906375371,3.228633284,-1.731041376,0.96940758,3.333810603,-1.740772644,0.979053545,2.685806188,-1.363033556,0.971954192
481,a22_prac_b18,a22,prac,b18,0.840363789,-0.911888655,0.899296451,2.688080725,-1.524865167,0.94719822,2.784136495,-1.527023529,0.974177982,2.454199179,-1.294321542,0.970805296
482,a22_prac_b19,a22,prac,b19,1.293471634,-1.052430941,0.910037076,3.069921041,-1.668708286,0.959272505,3.049458656,-1.633959362,0.977830916,2.366674682,-1.236487711,0.952402709
483,a22_prac_b20,a22,prac,b20,1.096743914,-0.973587579,0.880006861,3.231393251,-1.73516389,0.977092058,3.165780078,-1.659013222,0.983958765,2.474652351,-1.26552183,0.965421042
484,a22_rest_posttest,a22,rest,est,1.784421538,-1.163380712,0.87975829,2.5272007,-1.365830914,0.913819218,2.663180332,-1.447590316,0.976880233,1.874691837,-1.04029256,0.933401455
485,a23_rest_pretest,a23,rest,est,2.417545751,-1.081364997,0.563800758,3.371354068,-1.314610761,0.581847442,4.103466286,-1.492861007,0.47307398,3.547416435,-1.370978872,0.439818864
486,a23_prac_b01,a23,prac,b01,2.691574091,-1.227360488,0.876324316,3.295867913,-1.334148538,0.876574913,3.399841215,-1.357142174,0.770376691,2.749247953,-1.174197772,0.747720943
487,a23_prac_b02,a23,prac,b02,2.394722171,-1.135837149,0.867568636,3.139700889,-1.319727164,0.91487576,3.357032947,-1.391333521,0.818411961,2.747659218,-1.207239052,0.814314151
488,a23_prac_b03,a23,prac,b03,2.475344928,-1.154048365,0.85947568,3.174510689,-1.323368859,0.877526772,3.281935607,-1.352754911,0.81506863,2.764803412,-1.198045775,0.810978483
489,a23_prac_b04,a23,prac,b04,2.838377131,-1.28650637,0.845690628,3.506872768,-1.443036606,0.894383801,3.371282424,-1.383969191,0.795134378,2.681704654,-1.168346834,0.77048674
490,a23_prac_b05,a23,prac,b05,2.709018995,-1.272859436,0.910307491,3.448917829,-1.44822383,0.916547547,3.414355492,-1.416033635,0.791248092,2.902602145,-1.27915054,0.753566357
491,a23_prac_b06,a23,prac,b06,2.503673461,-1.193721565,0.859585046,3.277517489,-1.412021518,0.888338921,3.34980798,-1.43922326,0.784120068,2.972660199,-1.342629597,0.798744331
492,a23_prac_b07,a23,prac,b07,2.617633492,-1.235624353,0.903802992,3.436573629,-1.468608012,0.927555656,3.698653272,-1.564632622,0.908496676,3.119175694,-1.399831174,0.895906802
493,a23_prac_b08,a23,prac,b08,2.757380013,-1.297304936,0.897954621,3.562095089,-1.519351158,0.937249451,3.55069755,-1.507654267,0.869786867,3.035664048,-1.344559195,0.84893214
494,a23_prac_b09,a23,prac,b09,2.834010449,-1.271885074,0.897511825,3.519452906,-1.459907442,0.917926378,3.484453982,-1.450435291,0.812736036,3.15532045,-1.373288768,0.812641426
495,a23_prac_b10,a23,prac,b10,2.65366982,-1.261735675,0.89840217,3.489305093,-1.494430753,0.93572835,3.397434417,-1.470439848,0.865702234,2.973578104,-1.349521855,0.879727889
496,a23_prac_b11,a23,prac,b11,2.709427919,-1.258632152,0.904516207,3.627959149,-1.54423054,0.947882951,3.476466657,-1.468540917,0.841029895,2.851809718,-1.27628851,0.783319123
497,a23_prac_b12,a23,prac,b12,2.754588066,-1.211952301,0.761748026,3.457015945,-1.378772864,0.773406398,3.60464558,-1.416753705,0.662591098,3.207328205,-1.338674871,0.686766083
498,a23_prac_b13,a23,prac,b13,2.723881091,-1.178683953,0.772975391,3.463754483,-1.362693477,0.764808701,3.773089617,-1.468180375,0.638418084,3.433676542,-1.413609649,0.658196374
499,a23_prac_b14,a23,prac,b14,2.676450984,-1.207142612,0.835285256,3.397986263,-1.391638171,0.865838649,3.567250339,-1.445886795,0.734562087,3.267948163,-1.390865201,0.742686106
500,a23_prac_b15,a23,prac,b15,2.721732098,-1.240670432,0.835464405,3.432247613,-1.428789289,0.848538679,3.661007647,-1.512683855,0.730339285,3.361888393,-1.45021828,0.745371984
501,a23_prac_b16,a23,prac,b16,2.836497921,-1.261878678,0.779605197,3.448137087,-1.392710325,0.753043041,3.637510006,-1.454022661,0.637439641,3.456673282,-1.44900583,0.723556929
502,a23_prac_b17,a23,prac,b17,2.78196274,-1.285634159,0.847409495,3.523194291,-1.478587463,0.878915804,3.466907572,-1.462352957,0.789776678,3.32588929,-1.444392781,0.857053131
503,a23_prac_b18,a23,prac,b18,2.831348717,-1.318366117,0.875456008,3.591482234,-1.500134069,0.873018227,3.766071004,-1.547739082,0.799615061,3.321706623,-1.436845127,0.808581487
504,a23_prac_b19,a23,prac,b19,2.57963991,-1.165864034,0.833530997,3.446991763,-1.400955309,0.835027026,3.759233799,-1.516168812,0.729486551,3.493189451,-1.479191011,0.740075547
505,a23_prac_b20,a23,prac,b20,2.72663321,-1.2981112,0.938342642,3.525880804,-1.510296779,0.938367807,3.575712327,-1.531144825,0.830510668,3.28169027,-1.486142939,0.845136448
506,a23_rest_posttest,a23,rest,est,2.038400047,-0.901831422,0.55160431,3.028156099,-1.158141842,0.538768963,4.142162326,-1.507711624,0.483221821,3.835799294,-1.489411144,0.484941063
507,a24_rest_pretest,a24,rest,est,2.060504258,-1.480203079,0.880065533,2.786732269,-1.471906264,0.780301488,2.953859643,-1.575863568,0.738553322,2.164517356,-1.365910254,0.719883563
508,a24_prac_b01,a24,prac,b01,1.928219959,-1.365031155,0.896791539,2.6604756,-1.356498471,0.910350841,2.857311144,-1.518418731,0.976246942,2.03558274,-1.196272187,0.962546013
509,a24_prac_b02,a24,prac,b02,2.241131653,-1.557889331,0.927442812,3.091483612,-1.605264479,0.937407479,2.998379809,-1.614028147,0.973801988,2.218233724,-1.278410199,0.958027205
510,a24_prac_b03,a24,prac,b03,-0.857659395,-0.294591774,-0.02114641,-0.441719976,-0.207054601,-0.034572159,-0.092907015,-0.474232086,0.021251015,0.658470257,-0.721280969,0.322366255
511,a24_prac_b04,a24,prac,b04,2.990302127,-1.914265864,0.966358064,3.928838044,-1.991801507,0.972923444,3.377766179,-1.790173075,0.98122887,2.359630297,-1.376237414,0.95690238
512,a24_prac_b05,a24,prac,b05,2.411160676,-1.690912121,0.965269661,3.281730559,-1.728430127,0.972086193,2.946171144,-1.620508824,0.989511942,2.000737032,-1.215363535,0.967779629
513,a24_prac_b06,a24,prac,b06,2.668008291,-1.782722502,0.965854891,3.701115779,-1.897504939,0.968999433,3.235141645,-1.722098994,0.98414554,2.174456076,-1.283078629,0.985532817
514,a24_prac_b07,a24,prac,b07,2.340257178,-1.621126911,0.953756795,3.451759771,-1.774510384,0.961772844,3.187058985,-1.712320119,0.972004791,2.279514081,-1.33300052,0.977201601
515,a24_prac_b08,a24,prac,b08,2.65201484,-1.758042911,0.943505478,3.723621236,-1.900912455,0.958672984,3.22201906,-1.730139665,0.982634143,2.18143971,-1.293362882,0.972921586
516,a24_prac_b09,a24,prac,b09,2.349571023,-1.609542501,0.920628993,3.114423492,-1.609498778,0.945176285,2.863215991,-1.579468096,0.971287736,2.014114186,-1.241338501,0.960837493
517,a24_prac_b10,a24,prac,b10,2.724847071,-1.832767436,0.930098507,3.808964109,-1.989165298,0.948550549,3.187220875,-1.756974637,0.953452381,2.095966705,-1.281198249,0.954786306
518,a24_prac_b11,a24,prac,b11,3.078587484,-1.928141575,0.978921704,4.086706959,-2.011294334,0.981401774,3.63165677,-1.872180277,0.979639917,2.371640393,-1.390930155,0.963059828
519,a24_prac_b12,a24,prac,b12,3.204420933,-1.968920651,0.973454856,4.370520865,-2.161461723,0.956920806,3.631392937,-1.924635652,0.972479284,2.141226078,-1.347593198,0.949511591
520,a24_prac_b13,a24,prac,b13,2.390818011,-1.644405237,0.962695838,3.243136586,-1.67611755,0.968102376,2.918471634,-1.593613605,0.984367618,1.960826404,-1.215955787,0.954901522
521,a24_prac_b14,a24,prac,b14,2.360068632,-1.642811709,0.935778779,3.165647301,-1.63486691,0.925970342,2.950649333,-1.608378616,0.967074293,2.040331495,-1.241754032,0.966970226
522,a24_prac_b15,a24,prac,b15,2.426300657,-1.651398634,0.970826153,3.299209864,-1.695771449,0.966332055,3.129042139,-1.692398885,0.969304492,2.180644278,-1.33443886,0.967246737
523,a24_prac_b16,a24,prac,b16,2.418441204,-1.690147788,0.953508026,3.421991136,-1.789618585,0.94036789,3.096083311,-1.698640434,0.976492555,2.054025462,-1.270494132,0.97435758
524,a24_prac_b17,a24,prac,b17,2.589945849,-1.78465244,0.953698678,3.544271156,-1.863616951,0.94147902,3.306035678,-1.796381779,0.970270739,2.268666817,-1.349558399,0.988277194
525,a24_prac_b18,a24,prac,b18,2.42098436,-1.657108118,0.948492784,3.291621841,-1.677315692,0.940232898,3.316431309,-1.738870818,0.977251021,2.464547635,-1.355918883,0.921958599
526,a24_prac_b19,a24,prac,b19,2.351286636,-1.619683277,0.930758899,3.211920099,-1.647557038,0.930817057,3.123370636,-1.675905572,0.971652274,2.092358917,-1.273770762,0.971354157
527,a24_prac_b20,a24,prac,b20,2.562236666,-1.704637847,0.956115462,3.494057617,-1.753217926,0.964238909,3.226284601,-1.721405899,0.985511645,2.175964861,-1.317343516,0.977749189
528,a24_rest_posttest,a24,rest,est,2.599547729,-1.622024998,0.88995071,2.926587028,-1.574514306,0.719227599,3.119317661,-1.614685172,0.593455281,2.52655057,-1.472937063,0.598716152
529,a26_rest_pretest,a26,rest,est,2.592157162,-1.367523805,0.937852232,4.032927043,-1.870156501,0.924503094,4.014363304,-1.748579971,0.694544599,3.743333351,-1.634615713,0.564887735
530,a26_prac_b01,a26,prac,b01,1.52773115,-0.800963448,0.609167361,3.804086684,-1.768163265,0.962698677,3.923304958,-1.853916521,0.992484192,3.476850791,-1.65839884,0.973123272
531,a26_prac_b02,a26,prac,b02,1.21654333,-0.639946002,0.491675391,3.651677604,-1.701531537,0.961891361,3.825780062,-1.800219602,0.975868213,3.483994784,-1.664240709,0.952342232
